J,I,TinH2,ToutH2,TinWAT,DoutAIR,DWAT
0.007620032448291382,0.009159210813849876,0.008917009668731768,0.0007181710428291285,0.008055351185655566,0.039200401491430274,0.007173267940377793
0.003680256139338687,0.004961714516213538,0.002084941866131792,0.001362985787901516,0.007075862008427118,0.03878204410327032,-0.0008069745508705252
-0.00044466447453810683,-0.00022075088897318134,-7.974128909533393e-06,0.00028154908157681293,-0.002938860874167545,0.006958673603005964,0.0026128688798284297
0.003728848634798047,0.004666184799936798,0.0034870479408277547,0.0025526689028012475,-0.001743839992169323,-0.020589965553830858,0.004408282582537506
-0.0005849468993763281,0.0005931471326477902,0.000477376645305976,-0.0013378699711843287,0.0009710330601088392,0.024989513461340443,0.0006483236249283448
-0.0003373840448113528,0.00019075784148820432,-0.0031966407881383447,0.00031177044609866626,-0.0036103285442416664,-0.02210254588101435,-0.0023300114702741203
-0.001167065841090477,-0.001971058558375118,-0.0032460836246724118,-0.0008996912555959226,-0.0018719910597997202,-0.02100913276784297,-0.0004093663362956366
-0.0019839523885705063,-0.002484823582793748,-0.0034314006807421374,-0.0034307268997276564,-0.002580598953658099,-0.030932206735635532,-0.006961866875561814
-0.0033844668689768926,-0.004381851866698827,-0.002782709774896201,0.0019806737200700696,-0.002740881937255412,-0.020971870726509932,-0.0014254402696868567
0.003922809649964024,0.0050734201543807915,0.0012320972087195541,0.0015348611647213663,0.010668216635957774,0.03908075365666043,-0.0013154251962489013
0.003060668301981632,0.003818627532892555,0.0052711813000587545,0.0006988972693673021,-0.0016860501950274219,0.00929346983393033,0.0015231821027826855
-0.001580362905737066,-0.0015760908119348226,-0.0010206810992283049,0.00384532932121725,0.002261470814776849,-0.020769451353852168,0.0012199749022215618
0.0005678056041899505,-0.0005221893954776907,-0.002570430433219925,-0.0012542075515715255,0.0001571718387057815,-0.02399403083495707,0.0014634408287666914
0.0037507687889416475,0.003561822527672567,0.004437837381047706,0.0005638407920299858,-0.0009851972651858537,-0.0110889888097926,0.004051148316531724
-8.184020234691014e-05,-0.0006547895035384727,0.0003831264579942879,5.5219323194301055e-05,-0.0028225090860839936,0.0069084465651575765,0.0028198366388936355
-0.00013387327877735755,-0.000832139793523337,-0.007346020396623736,-0.0037003632371538277,0.003484513850536731,0.007523875714281863,0.0006186108439402072
-3.1870703844387604e-05,-0.00014284774278606555,-0.003679715140581074,-0.0026118412188835985,-0.003804749285383397,-0.028699758071118076,-0.007334720976529734
-0.0022565956961407463,-0.002220077130919812,-0.0036349170058448186,-0.0026796627878382276,-0.0043597716288074455,-0.0258158881205938,-0.007611064028237897
-3.0776647475075296e-05,-0.0003649043429195163,-0.0034134165464769282,-0.004079148810305141,0.005307917796147583,-0.03751888617328767,-0.005030015958226784
-0.0003267327289834822,0.0002375293904311148,-0.003247177634732211,0.00030879742801274843,-0.0034562989136959527,-0.021982715752567498,-0.0021678589383127664
-0.0030783308731298325,-0.0030761955137616264,-0.002297797135278214,-0.0013574441206281468,0.0009009942223731101,-0.026311891465461406,0.0007732619455373537
-0.0025924834006138086,-0.0029131736293656414,-0.003571991569804901,-0.0030524878938427602,-0.003659172403487967,-0.027974777117280265,-0.007795688384245727
-0.0002985176824618115,-0.0014170849937922639,-0.006455273438170787,-0.0034781917983191008,0.005845457555011688,0.005528493852342503,-0.005488341100116997
-0.00032183246449185365,-0.00141380844665492,-0.0064852056676562644,-0.0034781917983191008,0.005757789024547429,0.0055479652592565435,-0.00553110296866067
0.00152695936145657,0.0021414482547645764,-0.0035833417486139684,-0.004122854591478078,-0.0001388091934558612,-0.030873700746049653,-0.007092099343212967
0.005013558934763343,0.004828206628883605,0.0004093270899751453,0.002462205201029258,-0.0015673859807266476,-0.02036030277591655,0.004059219973436127
-0.0012862050378174847,9.466408987797769e-05,-0.002014539955071781,0.0029744606001753555,-0.0011306002134979479,-0.019234377845586882,0.0012356122321573217
-0.0016522415823610787,-0.0028007321839397257,-0.0017493577705215233,-0.0015969535721079848,0.0021382790080102057,-0.019176625236965214,0.002094952222117448
0.006852692278254803,0.006794666433200488,0.0060857316586462925,0.0021238090099532153,0.007204371365148722,0.04142650148974922,0.005215149456211522
-0.00213716289961704,-0.0013353185147170722,-0.002641170238768874,0.001394157862828373,0.000530804860316022,-0.016526959481395334,0.001832013199304456
0.007085941545211,0.008629112392435002,0.007495584120782783,0.002320851389635741,-0.0006120985057162402,0.041745773276031,0.005767600718401529
0.0037377023179986702,0.003645508730318708,-0.0018225630908856804,0.0011151916660786187,-0.0021955923514533912,-0.010997267977949235,0.0012689048425963169
-0.0014047944088676813,-0.00022585409383475615,-0.0009273676846049058,0.00036889881380475643,0.0019981408712639055,0.033076650602607276,-0.0033571520233797235
-0.00011340971193562044,0.0003770962073056292,0.0008445371276044203,0.0005397418409817273,-0.0026276594244273883,0.005162921286416967,0.0013886490782012283
-0.00834809658051098,-0.007497794672191356,-0.0022488384804485308,-0.0010005037444121587,0.001989738908131487,-0.025747502549521368,-0.00020011464066048478
0.0018133707087582098,0.0018535743000495238,0.002233801166017245,0.0007410088318691963,-0.00273171864845173,0.0025614509277672635,0.0023746776618573276
-0.0028212734184255685,-0.0018131100452080612,-0.004707859871915974,0.0023413433423949324,-0.0013183143270282071,-0.021747115145802676,-0.00040688571895523986
0.0014997307821608711,0.0016143049381315265,-0.0022613483549754837,0.0005436193789274601,-0.00799143720912751,0.02465768569024935,-0.0022164265061722136
-0.0031558359736359423,-0.003206333806718495,-0.002564366970095212,-0.0003829057887571657,-0.00029404619858158136,-0.022416117038703692,-0.00048472956604325555
-0.008653768101379241,-0.007565682466505339,-0.0025686640349623377,-0.0011399049113369492,0.0016850884933348842,-0.025588355645735753,-0.0006230400468903841
0.002319141536037692,0.0034563468964196784,-0.00045883064093283,0.0007424424302223296,0.0007959071080088215,-0.004365332876637933,0.0038194273885823757
-0.0029397895223846732,-0.003385082594281301,-0.0034343092457582696,-0.001523269189474529,0.0006581887718846174,-0.018516197480650948,-0.0009004006722942035
0.0020658363965015882,0.002285527653620478,0.0010034236621348598,0.0011135524490324552,-0.0021907670531084392,0.006030981654346989,-0.004139317178869193
0.003794001655211849,0.004640752382706194,0.004778032045670409,0.0005016804000004412,0.0024487673163554706,0.032588094475414595,-0.0006241530195436927
-0.00031926177050139635,-0.0011923772523596049,-0.005645303255187894,-0.0035716170992750275,0.0032606686815348307,0.007986486688893912,-6.049319540955661e-05
0.0004063744046601472,-0.00013071195223420917,0.0009875140656425685,-0.00031718146167442085,-0.0007351929625838726,-0.020112458995053397,0.0011571828001741234
-0.0007930789920269955,-0.00013142386665310364,-0.0033147617701713965,0.000690516004218594,-0.0005362894527834907,-0.026012481826130442,-0.0018666605652300247
-0.0004495686606533648,-0.0009046801200253946,-0.0062995508636298206,-0.003561977689439961,0.0018312246682501137,0.007818849918483856,0.0007370136467827322
-0.00011151642058195223,0.00022230023004297226,-0.002665722583283415,0.0004208785131969557,-0.0030597571066752066,-0.02225612701937533,-0.003004260227088964
-0.0004952304052235867,-0.00041602958171665233,-0.0007649061108959709,0.002544370346906877,0.00038654331057204295,-0.017370153955143703,0.0008626758411462547
0.0019799579519385177,0.003546123919005713,0.005348594748397973,0.0006844814670995139,-0.0009818093944387425,0.02073652045235951,0.004310440232944948
0.0015186704766337626,0.0010947291139388029,0.004228682534091564,0.0005550613749319298,-0.00396428475007926,-0.009845605517371677,-0.005355773148942427
