Metric,Value
Train_RMSE,0.006395757466387704
Train_MAE,0.0047649868393531275
Train_R2,0.9745566013794219
Train_MAPE,0.0014562587089236155
Test_RMSE,0.008702420513696364
Test_MAE,0.006085837371310756
Test_R2,0.9570754440375052
Test_MAPE,0.0018589769284792774
CV_Mean_RMSE,0.008740499262427946
CV_Std_RMSE,0.0009005521774050075
CV_Mean_MAE,0.00639546725255193
CV_Std_MAE,0.0005990891346201585
CV_Mean_R2,0.95039841417344
CV_Std_R2,0.01240076723601469
