Feature,Importance
DoutAIR,0.8198545823001847
PoutAIR,0.024753939503200817
I,0.024504713538388144
TinWAT,0.023439824261228863
J,0.022888690446512646
TinH2,0.018140018911255593
DWAT,0.01248850421812617
ToutH2,0.012486149964997195
DoutH2,0.012339580900309793
HrAIRFC,0.008975967980862793
DinAIR,0.006353951388312236
ToutWAT,0.004442166494845396
PinAIR,0.003240764837005449
ToutAIR,0.0030677198392398937
PinH2,0.0030234254155302783
