Feature,Importance
DoutAIR,0.823439173334307
TinWAT,0.025798746207130453
J,0.02468583360189823
I,0.024113038998837637
PoutAIR,0.022917926264507255
TinH2,0.014210258914389531
DWAT,0.012551260569401512
DoutH2,0.011890465968819682
ToutH2,0.010828349539180129
HrAIRFC,0.007833396571820727
DinAIR,0.00702034911447643
ToutWAT,0.004699441643451654
PinAIR,0.0045531159242819365
PinH2,0.0028920095041334603
ToutAIR,0.002566633843364377
