J,I,TinH2,ToutH2,ToutAIR,TinWAT,ToutWAT,PinAIR,PoutAIR,PinH2,DoutH2,DinAIR,DoutAIR,DWAT,HrAIRFC
0.0022019755433718897,0.0036988032633631664,0.003138907015840313,0.0007043432386799096,-6.459653726028676e-05,0.0015810602589060056,0.0011214661300221972,0.000577534654148883,0.00021971130099616184,0.00016004532647558205,-0.00046595169575973036,0.00010649906025775083,0.06440599800793005,-0.0003421797997662251,0.0010522446175345176
0.0013801091556187352,0.001199886207445693,8.742780443489245e-06,0.0003261939173415725,3.694510857317605e-06,4.348057396484192e-05,-0.0008149595130559306,0.0005546763557296523,-0.0008342025491650799,5.5180412347238674e-05,-0.0006762785072818415,7.742866956354552e-05,0.051803862616169025,-0.0007576263844494567,-1.4065092102157696e-05
-0.0013011208831642728,-0.0005006387703980083,-0.0008089501887313465,0.00041847264804734444,-0.00040750599314817336,-0.0014876204702580376,7.349565421011878e-05,-8.87173814030343e-05,-0.0014782930775896215,-0.0014267109632721546,-0.0052299084611498806,-0.0010973356187988837,0.01139486636530926,-5.908026656682016e-05,-0.0006238282887576774
0.004637265629816201,0.004457060826728557,0.0012620112826298216,0.002330395946684352,-0.00023847907469154347,-0.0018627193274621506,-0.0002200081125538073,0.0003704401994647574,-0.0009612728957925013,-0.00011897691967155166,0.0005599185054784125,0.0001481117072737962,-0.02116596905288495,-0.0006020016456778605,0.0018902886991649741
0.0015607890169852313,0.0007050249887738066,3.623259607032648e-05,0.0003687148422236564,0.00016774779775067253,-0.0013759476657618935,4.038814162562096e-05,-0.001081739657651963,-0.00015552874141674423,-0.0001287452188031754,0.002813939693338521,-0.0006538839113174609,0.019079825117435934,-0.0007156094833947363,0.000682125276458814
0.0016390247479250997,0.0005671783353766196,-0.0008442167934074305,0.0004087282781874489,0.00013333286858652758,-0.0012606469472240926,0.00027866661147684486,-0.00017019557999011184,-0.00045710423548632603,-0.00016159623900489112,-0.0004972082919233694,0.0002874826150577387,-0.03421655647701071,0.0007141349706169074,0.0005541698862784921
0.0024367856981009684,0.0015277658321138376,-0.0011164540765499214,-0.00020268028159664477,0.000425323914077277,-0.0021093817150594123,0.0008580768233407485,2.1001454799017644e-05,-0.0005460288067068952,2.3270946519156448e-05,0.0010060583072557876,0.00021799707403406243,-0.03339307428362418,-9.082484407507585e-05,-0.0006596503495191805
-0.0031689774045833307,-0.0006359212595918963,-0.0005851678742985762,-0.0011351955282556216,-0.0004643678085445997,-0.00046017345630974463,5.454400289922927e-05,-0.0003619339740537705,-0.00025981676669078807,-0.00011995198328780242,0.0010568369360936243,-0.0008900551214211848,-0.04347435848920544,-0.00036788629826612295,-0.0012759154620743311
0.0006653208315112362,3.590049342233474e-05,-0.00134345211898324,0.0003794174922105284,0.00011858653040776871,-0.0007766689475716962,0.0003888526813599839,-0.000402046603873998,-0.0005897900180660351,-0.0005036270149952519,0.00018623218316984148,2.0225857527631007e-05,-0.036230318769023974,0.00036986344340119966,-0.0008959630188153765
-2.44669606371464e-05,0.0005456067121085021,-0.0003018915546390164,-6.309235355688482e-05,-1.283633205999501e-05,0.0017820790072315303,-0.001429975214758951,0.0003139602092657371,-0.001801631282364106,-0.0012744490818873116,0.00016567262815831262,-0.00023227898093476786,0.05210617102542374,-0.0008255897309854999,0.0008304902741742524
0.00032427889056657345,-1.09109598619962e-05,4.1044956516415846e-05,0.00022049886624182953,1.7308387935137197e-05,-0.0007885143678215296,0.00011246208226274912,-0.00016465236116762393,-0.0009338067130266632,-0.00020876774481298635,0.005802983330873582,-0.0007819386777017295,0.021053063023085173,-0.0006789104475023472,0.00014860701400068235
0.003182341175692587,0.002010296192831164,0.0038554166907310483,0.0028065901190476,6.51373625245404e-05,-0.00024020431896284273,-0.00015910177511110673,0.0003795518074382191,-0.000695354132465187,9.296926791028434e-05,0.001287718369241281,-2.8237831591098074e-05,-0.02861036312146554,0.0012539166148788734,0.00120512611209258
0.003356843636089877,0.002172651035500998,-0.0007090750753618214,0.00019013601407072108,0.0004413381636711106,-0.00030133923673598387,5.464779484261611e-05,-9.477917397567747e-06,-0.0002253083272116532,7.507931241793853e-05,0.0008207669646162328,0.0003608655850637414,-0.033805339069050505,0.00283293591808686,-0.00037887894264994115
0.004862570507010728,0.0057453177629678805,0.0010616391128649685,0.00012102848824501265,0.00039594174558776744,-0.0006602386741566786,-4.502882887031631e-05,0.00011150910225096012,-0.00045897969600391584,-0.0001521019258929145,-0.00042483437452750397,0.00012073681204481422,-0.009348335007348704,8.479124689756626e-05,0.0029377509926747456
-0.0013145875339997037,-0.00045053105426028295,-0.000756735576446483,0.0006589377540961899,-0.00015467932629279464,-0.0013101330163009552,-0.00020733677423436894,-0.0002160293870926353,-0.0015948378554306055,-0.0011727901683296045,-0.00550859878666212,-0.0011101342914098106,0.010227988625636232,0.00016803079581471014,-0.0018364121707079401
-0.001086368764175393,-0.00019262597089135733,-0.0005782029871220838,-0.001481587934967163,-0.00026487440859980483,-0.0011818324977465357,-0.0001835545319358386,4.8437108382688374e-05,-0.001546536464163666,0.00014250773516107324,-0.000540158742879486,0.00040360909248810515,0.006657125665833486,0.0007488369442031648,-0.001867232955527715
-0.003351192908585499,-0.0011387988796186322,-0.0007894511236850177,-0.0010098625827521504,4.328150718762948e-05,-0.000940905563777464,-9.741660287496294e-05,0.00012769074379602547,-0.0008201162274744509,-8.521515283749445e-05,0.0005265818052624444,1.4148633680564335e-05,-0.03952338097769838,-0.00047178999244721736,-0.001291885637660218
-0.003560195231929812,-0.0013218377222846234,-0.0008822494892342585,-0.000921204560955312,0.000444152448669332,-0.0022984264359110777,-0.00013819968916932036,-0.0001086532541410177,-0.00043617942711340587,-0.00024063870497315445,-0.0008252275840584266,4.085248027242747e-05,-0.03746040394178965,0.0003255901726140496,-0.0009412797533937214
-0.002861529251273619,-0.0006366006701488671,-0.0009116089784513846,-0.0007159852802647842,-0.0006543374025726717,-0.00016802630873794254,-0.0005575589842153621,-0.00038846465271704175,-0.00038732875114968134,2.636635511184329e-05,0.00099876567208558,-0.0013959102798101499,-0.043051392612808534,-0.0004159572395953732,-0.0013553804172196109
0.0016911950797987487,0.0006578202707011039,-0.0008256331112259398,-9.24974200448466e-05,0.00017129392458654056,-0.0013410900242074861,0.0004104512387832187,-6.0685418599744554e-05,-0.00040021425974216167,-0.00020802545138119132,-0.00036200792156405767,0.0004231273424584234,-0.03458372148738743,0.0008334923164366315,0.0006757656105297422
0.002815239300730407,0.0018261861160003498,-0.0008772055724388362,-0.000381091739840174,0.000350197923610829,-0.0002486339132184859,0.0006927220697529008,-7.194530543706127e-05,-0.00041838601671325294,0.00010555945917957682,0.0010352503085683134,0.00024935289598763824,-0.035215968480852664,9.728199931730018e-05,-0.0005847080860976227
-0.0037969212901091806,-0.0013299661904691226,-0.0007395850058707177,-0.000673985130572453,-0.0006806713528847103,-0.0007693228750670222,-2.297940181314119e-05,-2.0227207015088673e-05,-0.0004328115083604226,0.0003349780824700909,-0.00016745833717647936,2.408800975030266e-05,-0.04021827478875351,3.218070230859914e-05,-0.0016201533347561799
-0.0006618245813698486,0.00013502184463312107,-0.003597971592377822,-0.0009355022328995733,-0.00030424418787598334,0.0033869544896987457,-8.774088926507226e-05,-0.00250528154482729,0.0068069953950142675,0.0001395279254871018,-0.0004409582539411579,-5.24327493419603e-05,0.008003550829919588,-0.0015548969719360653,-0.0035035787336598284
-0.0008904392149948657,5.0423323556477375e-05,-0.003317983815297125,-0.002180270582549153,-0.00032015357712254197,0.003393565207513999,-0.00012158701047695333,-0.0015621791327500678,-0.00010480264471216129,6.847177925347005e-05,-0.0005928068011286009,-6.294374840057713e-06,0.005649490291876287,-0.0009683376794912988,-0.003270686680850377
-0.0009800140616044002,0.0009407271476507917,-0.0015462269847944527,-0.0022027221915946558,-0.0023356705965219635,-0.00211720962352771,-3.487608032237068e-05,-0.00014139849653410028,-0.0006128560922163928,-0.00013334829212633718,0.0005441104038310512,-0.000723623413563656,-0.026845777075231256,-0.001156631243646273,-0.0040950605360534536
0.005650577243918859,0.0052984082356676955,-0.0002196411331685056,0.0017652775954276083,0.0005002753328835742,-0.0013583817291122305,-4.065415555843508e-05,0.0002123004384587736,-0.0009347977015556787,0.00017762772024249062,0.0006151475357272327,2.7170154300938277e-05,-0.01794979143576746,0.00047376347710277296,0.0014857891855738516
0.0020827253305378737,0.0012124588654146343,0.004689769061149063,0.00444691293335976,0.00020928865568148731,-0.0007029538279583988,9.797175749079326e-05,0.00034608394767457896,-0.0006381695949259834,4.416769274884228e-05,0.0011612818621976485,-0.0011875124426994877,-0.03255821615013743,0.0008454297165162098,-0.0001344991861618988
0.00040639479256451513,-0.00013389508688513491,-0.0004948790173969095,-0.00033468820558839644,0.00029943103691999935,0.0012812107190115255,-0.0002967848009072763,-0.00016063643748151697,-0.00040199354845315465,1.0036157266339257e-05,0.0007785838355395464,1.0095191629424965e-05,-0.025387283349653962,0.000863672553502678,0.00201333674907378
0.0029161496320371716,0.0038043013552362006,0.00043751758148312067,0.0005522174946353701,9.55336445288002e-05,0.00015623933931658792,0.001390146815697281,0.00032099833125329624,0.001780870069494065,-0.0005752140754185128,0.001067721948133819,0.00020373419080500793,0.0659041806052385,-0.0004991211650075743,0.00028788568740131554
0.0002618999397164983,-0.0003379998125170732,0.0007175737708670268,0.0007743653638569819,-0.00022631365935214185,-0.0004325273012737975,-0.00015553303681335682,-0.00017947172438521894,-0.00032360320485171924,-0.00017192871214846383,0.0006701757327177249,3.6894497442575415e-05,-0.023727358706722306,0.0009518870395121154,0.0006208742304734751
0.0018655840837967976,0.0030161734534945315,0.003069171682654174,0.0001863413585256858,-0.0003737083620610345,-0.0010643689445890832,0.0006691014897672693,9.87024164195215e-05,0.005445791231081725,-0.0009763339651994335,0.0005605632327117049,-0.00012348202801885377,0.06322319493632936,-0.00025652842405769505,0.00010920078543017795
0.005039029143055687,0.00499754503856758,-0.0004419276145530149,0.00043663475016883036,0.00040909943232632297,-0.0016619668845102844,0.00013738288766405968,0.00018829962297678892,-0.0005674722841776894,0.0006578429751679383,-6.787145920439104e-06,-5.241698792430495e-05,-0.01213155372995239,-2.3412383251201234e-05,0.0012067741397415925
-0.0007081260103856273,-0.0020223555616274494,-5.844619759705167e-05,-0.00015706907071704823,-0.00010841539492580709,-0.0009833332773643102,-0.00016999758977604223,0.0002869229741795843,-0.001259075888938651,-0.0003281060163122892,-0.001681933483637224,-0.00036127828603405303,0.037105520989516375,0.00014388718785377,-0.00020722529248805305
-0.001398291260427717,-0.0003361560862077245,-0.00045229141255044136,0.000168735128339987,-0.000280816475997542,-0.0011193442892339174,0.0002000421058478217,-0.00024325719857410337,-0.0015196036528595154,-0.0007844953148347977,-0.0036288485912776645,2.1920434728589546e-05,0.011326605082516612,-0.0011137533487203509,0.0011018611042508293
-0.0023413335781379066,-0.0025495248132541884,-0.00037684246037237364,-0.0006480670493134878,-5.609366325572627e-05,0.0008579145817021679,0.00019436880996524398,0.0002041843394190551,-0.0008601319580212868,-1.1044794100489807e-05,-0.00027737998520277083,-2.7559563829789472e-05,-0.039256289541238804,0.000505363812968015,-0.0006955161089011901
-0.0008794537074774758,-0.00013758007273195438,6.467128467755812e-05,9.982743397154147e-05,-0.0003807360263271332,-0.0016125342220112903,-0.0002613452665277625,0.0005108463786939069,-0.0020115975099074764,-0.0009399412370821093,-0.002957940324674657,-0.0002885495416911503,0.012828827770897746,-0.0018043480636779487,0.001085938643551234
0.0011769538110471035,0.00034848204595740596,-0.0009709964527786802,0.0004220519169017284,-0.00031378750103461294,-0.0007652115638830767,-0.00010689091270297245,4.470119301036255e-05,-0.0011020526128307994,-0.0007723291890864088,0.00030703934212258894,0.00017468977663194957,-0.0358523385883376,-0.002369826518372223,0.00045635080162391943
