Feature,Importance
DoutAIR (l/mn),0.8224388603974325
I (A),0.026432252947001002
TinWAT (°C),0.025320093138572763
J (A/cm²),0.023862381949009175
PoutAIR (mbara),0.023222642326135703
TinH2 (°C),0.016580387150333286
DWAT (l/mn),0.012984485355366985
DoutH2 (l/mn),0.012748867073414646
ToutH2 (°C),0.012560448542705585
HrAIRFC (%),0.007894227211410448
DinAIR (l/mn),0.007595899904488102
ToutWAT (°C),0.0049582263592484795
ToutAIR (°C),0.003401227644881146
