J,I,TinH2,ToutH2,TinAIR,PoutAIR,DWAT
-0.012521515530532367,-0.01629471998087152,-0.004205851520147385,-0.012155798970113884,-0.00746179231494369,-0.001951893851000172,-0.006717020980156849
-0.004306551675207812,-0.005817905020550817,0.013107201901350597,0.007791816317142655,0.013434374374568743,0.0008900330697595164,0.0017657128400953026
0.006631742495447225,0.005604380453436649,-0.0035766105374151493,-0.0026298054062061722,-0.006708209670398523,-0.0011313012871322302,-0.0005038652992143971
-0.003023745902511413,-0.0019320529307171837,0.0042721791365257136,0.004893112314682031,-0.017630762556672317,0.0010213812375521115,-0.003862810507831707
-0.0028369871873008988,-0.003493328318756328,0.011051954925250447,0.0003191626012653911,0.013889555497870095,-0.005692745747889283,0.0020082834319057087
0.009983570417180902,0.009678731010674518,-0.003601988468387678,-0.0027275865815205003,-0.0037401229588870477,-0.0022397777760262408,0.0004042742939438387
-0.004248005564503631,-0.004123991897992556,-0.006601553552016579,-0.0033767987188995188,-0.003993699743749605,-0.0035084219629016897,0.007092569203698521
-0.009132591210127284,-0.01190417286728607,-0.0065263273505794615,-0.005138278574587801,-0.005184124152474649,0.0005332258627134596,0.006833753508998644
-0.002021159285970802,-3.799765072093904e-05,0.013525917443651869,0.010675915620894642,0.013144560658476103,0.010880398009721872,-0.005575957335724478
0.004356503376208398,0.00502984232015647,-0.007704612142233079,-0.0024129739003639094,-0.005439902851663448,-0.0014680887744835,-4.409719596773567e-05
0.00712451244188729,0.0072078103884762055,-0.0030167357371183707,-0.0010486271863407318,-0.006645814223282355,-0.00022060566713475593,0.0003079999088206708
-7.00573949557605e-05,0.0005348131415902833,0.021571510442705204,0.013614336460319145,0.013218923590705279,0.01356904654580663,-0.0006868381516228054
0.009929079078969992,0.009877959460181558,0.01752396083101293,0.016879809022816952,0.020926827095142275,0.016123711983085615,0.00896265649537589
-0.007068735198511837,-0.007646235802985043,-0.01141872986070741,-0.00964215050194592,-0.007767658505299011,-0.003889675014783313,-0.008183320450176773
-0.005128870555814139,-0.0037486962537199783,-0.007685022865088259,-0.005423540806300565,-0.0055183406294567255,-0.0043557974477168295,0.0016964723850895242
0.008016438107028212,0.008433372963100044,0.013200756210693864,0.016655656804719515,0.017983426427466268,0.01440175101913007,0.007806974120665977
-0.003717095541795291,-0.002631244146434228,-0.010119121758016566,-0.0019152871836459074,-0.015858483564451235,-0.007731817163331845,-0.0018590364272027325
-0.0005391411589038085,-0.0012289953457952226,0.0125578988020545,0.008321467680477224,0.015476653567907879,0.0020657754400563856,0.0032179155775578245
0.005599236721316154,0.005792134233670945,-0.009064127670913205,-0.003849020363845955,-0.005728915623717992,-0.0008662319927355279,-0.0007420062807957648
-0.011943874935927542,-0.01604424877637202,-0.011185962761848574,-0.010772046674175102,-0.006255204293236108,-0.004089972647833546,-0.008115793671427826
0.00890215700635816,0.008214408651085477,-0.0020680568865506254,0.0029844711701858978,-0.00879220592253699,0.0013278420818386683,-0.000505742248581671
0.0076993883048553455,0.006206356467581961,-0.0047629098193232265,-0.005318476578856438,-0.006974456300759791,0.0015481836450280558,-0.0012058280745313593
0.00045145483142512477,0.0010596084038892227,0.01148500392846428,0.013718924123537387,0.01783555082020528,0.013308397950551405,0.006133643929950419
0.005337539586551659,0.003950082321282649,-0.007010651454683673,-0.004331786311127936,-0.0067410524586696465,0.0021385678186718726,-0.0008776714642912553
0.00030445287671336757,0.0014031795119117524,-0.006409616793882082,-0.0004445995010419168,-0.008395866981784936,-0.0022061282695334614,-0.0006031662964156027
-0.006510238383599999,-0.006457695047799249,-0.005904764838940102,-0.004564826542282902,-0.004627723350741511,-0.0032261599750000466,0.004566344655156886
-0.001441586222452883,0.00023715533193228118,-0.00886669968335497,-0.0011787921772828,-0.0076929837659509455,0.0005359882790606245,-0.0021554369334797216
0.008460195805661305,0.006909349529345739,-0.005354818345041613,-0.004651752001520211,-0.005528194962926741,0.0005936128079278144,-0.0008220197442447003
-0.0039022730857104105,-0.004172561420136917,-0.005748788731998147,-0.004967589131664884,-0.006061847344813711,-0.0039609849614049035,-0.0014040418556632932
-0.003709283899396575,-0.0038164978012292985,-0.007656541996269106,-0.004513355520653956,-0.0048373362164766285,0.001765548150502989,0.006746886669251872
0.00040899306791484906,0.0036654400817403847,-0.006419740958221003,-0.000678421577211434,-0.007355334696121785,0.00012555434171751255,4.989900743810485e-05
-0.0048373554256206566,-0.0044467549757014535,-0.006552479042161856,-0.003628441425662075,-0.004180713998914915,-0.002454724771849408,0.005787861205688759
0.004282800811402647,0.004743451679665798,-0.003579188668674648,-0.0024356916227109967,-0.006486001281341644,-0.0021773469579738558,-0.0004625530982617875
0.008804041578094252,0.008153937520392694,0.00011752296664114097,0.003269877938418217,-0.008989536954188885,0.0004439982344984278,-0.0009814980365664392
