Metric,Value
Train_RMSE,0.00666354090748036
Train_MAE,0.00517360940155718
Train_R2,0.9700094557533832
Train_MAPE,0.001607819140311808
Test_RMSE,0.008286804296807308
Test_MAE,0.006315654866347739
Test_R2,0.9596102335392906
Test_MAPE,0.001960880023486062
CV_Mean_RMSE,0.008724750796462078
CV_Std_RMSE,0.0007775916760813879
CV_Mean_MAE,0.006696641133223114
CV_Std_MAE,0.0007450295656436873
CV_Mean_R2,0.9458684245001189
CV_Std_R2,0.01265860764783572
