J (A/cm²),TinH2 (°C),ToutH2 (°C),TinAIR (°C),ToutAIR (°C),TinWAT (°C),ToutWAT (°C),PinAIR (mbara),PoutAIR (mbara),PoutH2 (mbara),DinH2 (l/mn),DoutH2 (l/mn),DinAIR (l/mn),DoutAIR (l/mn),DWAT (l/mn),HrAIRFC (%)
0.0018402998089876996,-0.0009823821668818852,-0.001215683517293953,0.0001062463888487551,0.0007988840130887925,-7.761725882570593e-05,8.450589728619306e-05,-0.001339588060063436,-0.0026040485363965494,0.00012402977665340646,-0.00025764379944390046,0.0008186353811210714,0.00039084533961376513,-0.02887056744496089,0.0015520993858047036,-0.0012100784416670465
-0.0043193207600561905,-0.0012789518654497648,-0.002099114243840795,0.0001521788762300369,-0.001737655035826952,-0.0009448312420727429,-0.0003590253144793607,-0.0001228905119129353,-0.0040548133772504245,0.000201440886851111,-0.0002168058887768752,-4.203000490321191e-05,0.00025085622863079614,-0.03207581487064302,-0.001939363264956489,-0.002245257085691862
0.00037670938689921067,-0.01206948604805462,0.0006053790360328042,0.00014269617855030016,-0.0004538396783186921,0.003085968411012136,-9.616085286150073e-05,-0.005118636984150403,0.00903121030569431,-0.00013708106394918207,3.592069030376066e-09,-0.0002475938999255406,2.6856690177485057e-05,0.004463674715252781,-0.0008855364430187686,-0.0023305955312725216
0.00036351343980139375,-0.012095030155169544,0.0006663059537379894,0.00014082764984654634,-0.00043889098844032064,0.003123484816878466,-0.00028363803335835054,-0.005511213320815781,0.008053782176353093,-0.00019826258642897148,-6.725969363018426e-06,-0.0007752476930618035,3.4887497032525705e-05,0.005514515463122968,-0.0008836249185535308,-0.002374617177756584
-0.0024252613178801325,-0.0008871713371862804,-0.0037595141791339406,-0.0010629862610562492,-0.0019339258094814653,-0.0037455012976901976,-0.0006269348087012282,-0.000764270336856639,-0.0036816902547625787,-0.00029386415501222313,-0.00014931961528780028,0.0003601628881609526,-0.0006155270415737353,-0.02392866491257124,-0.003661135298135117,-0.0026363125163468993
0.0022221314872869335,-5.836463203861516e-05,0.003544355387421581,0.0004499260950103324,-0.00019688544535677286,-0.0004155419683461898,0.0010962038085486616,0.003811416393038154,-0.003446554339616071,-0.00011980867780918525,0.00013688811072991335,0.0011839990404416848,0.00037046314142353566,-0.02194468307493207,0.001941947099463975,0.002610990743361616
0.0008773483614979878,0.0029376803019178954,0.0040294440053114475,-7.81141788510656e-05,-0.00012368017451745657,-0.0002714672406562161,-0.0005672809708095134,0.00312773516049839,-0.0046421188303881105,-0.00020220666459778864,-0.00032087073459327766,-0.0005979970434712306,-3.595877032310366e-05,-0.025627103267068435,0.0016986550010758509,-0.0006282443997655909
-0.002288431783078463,-0.0007382444420781278,-0.0022210719941951384,0.00017685330289301987,0.0005909856097137221,-0.0011333554490891816,0.000611859594130076,-0.001531184665335329,-0.0029309494479521562,5.7296027591166515e-05,-0.00016700789528219362,8.4106472322812e-06,-0.000276522612622485,-0.018846127247591344,0.003407579607830042,0.00262621020114529
0.005678425831398128,0.001882950509208141,0.0003954324397722037,-0.00042845165274002804,-0.00029351181952855433,0.003761574131081659,9.002523924187767e-05,-0.00012060604415466425,0.011470400863795721,1.940002913412371e-05,-9.568980281742654e-05,0.0007113946535171814,0.000144800579528249,0.05431561932976821,6.375647385716587e-05,0.0007058152330290829
-0.002110913167661669,0.0003214027042619448,0.002916166245691715,-0.00014238165581033634,-0.0012626277579143726,-0.0007184132649654773,0.0009408149780849737,-0.002035310800614056,-0.0026929338893631337,4.0866548241143325e-05,0.0002020165597423031,-4.6925300769581735e-05,-8.854454895286835e-05,-0.017727044644004677,0.0032521992840668012,0.00047277783934341136
0.004260492848038868,0.003917844536898486,-0.00034741080786129867,-0.00017624483728672621,-0.0006714926468544025,-0.0013352770885885791,-4.077029858097636e-05,-0.0008975344810915914,0.016513572914515738,0.0001840770693581452,6.0068419277963275e-05,0.0007520578234073358,-0.0005743656345402323,0.05246793886589702,0.002046511764950204,0.00010447051832989621
0.0026041149298012965,-0.0004488497064300644,0.0003699268331506789,0.00016483947831796088,0.0004070474216684149,-0.0003538515015016362,-0.00026204290177797687,0.001981094980237528,-0.0036204785700407875,0.0008974238053964528,0.0003823388114857549,0.0003010379339587091,9.302717050985334e-05,-0.006840247312435329,0.0021336121719474233,0.0018233081496768745
0.0008193222501429652,0.001056029385393462,-0.0007981066617255896,-0.000650678565024496,0.0012724982804488733,-0.0015779123992641399,-0.0007042858533586329,0.0021108200188277733,-0.004422869551824887,0.0007607284616350933,-0.0003946764927483956,-0.0007386190683062031,-0.00040286687609848823,0.033989425406979294,-0.0013632467113606469,0.001286077953764638
-0.0021912363159190024,0.0004943769986912838,0.00028265627361682483,-0.0004692597661986515,8.075532894977357e-05,-0.0018301146456379284,-0.0004190886461662183,-0.0013992279615233445,-0.0005039958664513624,-0.0004933615076795494,0.0003587061921539836,-0.002874926116537311,0.0002391322895145296,0.010903786083221562,0.0005495564154086709,-8.260994702098987e-06
-0.0068963753241859885,-0.000822743099731398,-0.0009866095014652166,0.00036481687650549466,-0.0005459453101003514,0.0007779388888118255,-0.0005177253407144606,0.0026054091103480358,-0.005629621746346684,-7.40411614166382e-05,0.0005075209540509693,-0.0014576709851136873,-0.0008712172515161829,-0.03334529758191944,0.001235790016238393,-0.0022506650654306325
-0.0012614119774875374,0.0017833768249777564,0.0004776574097127987,-0.0007478472068346084,0.00027169566120696675,-0.0013365273937377832,0.0005965860843424343,0.0028259953745161564,-0.005326225616702013,-0.0002496695003362392,1.590037809058084e-05,-0.002365713475985267,-0.00022940803788306302,0.008212599199645855,0.0001110140863621879,0.0004749460435447112
-0.0021326313785102026,-0.0006131109319434666,0.0016734154964714377,-0.00037625476180823094,-0.0003341460225475974,-0.0001767643514275624,-0.0008550154386954667,0.0025655023718102773,-0.00473837298372654,-9.364896421706488e-05,0.00014915437682314246,0.0004924470574490328,0.00024770221724676526,-0.02932671312192542,-0.003436646391737522,0.0011077826252412779
0.0025687885296320034,0.0005923292683449735,-0.0005602478455709811,-0.0005625486678549612,0.0008310883549191441,-0.0030386561023831257,0.0004139231994609498,-0.0024291897430990476,0.0014831076551922496,0.00030460596178565183,2.8627232142092867e-05,-0.002272673140387309,-0.0012812406959188975,0.015004072209699928,-0.001337484322568413,0.0022918947544161186
-0.001514826593573082,0.0040399865799443675,-0.0002766483139221486,0.00018750686316671588,0.0002793653994363953,-0.00010724631163477367,-0.00036447127056151417,-0.0013809526242012542,-0.000992495553020728,-0.0003472441304663307,-0.00016694954487895096,-0.0009464690393686281,0.0001612272785935294,-0.028804241308584916,-0.0037331493485602833,-0.0003792113664391689
-0.006763688467084735,-0.0004719379580254019,-0.0007628110539834923,0.0003441998441942801,-0.0006860901497833475,0.00036001473535489126,-0.0005437761112224788,0.002177371486770697,-0.005705610715723803,-5.24264096761145e-05,0.0007503874170531336,0.0007211788608841061,-0.0011827074216502326,-0.032804471588652705,0.0005590377550704384,-0.0021503762123860504
-0.0007386184231497858,-0.0001305418016593387,0.000501414303226218,-7.067039411853113e-05,0.0009927946377296186,-0.001157011278697974,-0.00022782250044097997,-0.0016624967155337148,-0.0003746346712478945,-0.0004993557845120786,0.00012396950512349485,-0.00196335070395398,-0.0003966173347771223,0.00877831818037482,0.0005290183524575992,0.002936127402352162
-0.0010091952553667972,-0.00036151514860628155,-0.0015409872296916938,0.00029079747830757326,-0.00012043422806955404,0.00023586952758360862,0.0001463374252913413,0.00019710824365999733,-0.004766913870183043,3.0165219041898718e-05,0.00037394335816120616,0.0006094777186070855,0.00027613267520015057,-0.02363572449108617,-0.003049395350150258,0.0019369991589205712
0.0022548552291309356,0.0006807139387400472,0.0004496360003375449,-0.0003916260138239256,0.0011486360388410146,-0.0006393520403291734,-0.0008350983391528695,-0.0013969357703476136,-0.0005840007554752526,0.00043838603844785756,-0.000181388767470626,0.0033968100067824176,5.23749920228617e-06,0.011047960138713717,-0.0008660569379748132,0.0011568106340004026
0.0007716628136543406,0.002262551898571704,0.0006172467691033038,-0.00035195949992189126,-0.0006313817062850385,-0.0011417097742932834,-2.9891053533156334e-05,-0.002615138614890159,0.005187754108718009,6.549675100716189e-05,-0.00010602089029676046,0.00016317594778556487,0.0003800782052623753,0.04544559926290489,-0.0002803233997288028,-2.6346597984889306e-05
-5.869885496762232e-06,-0.005752453194302085,0.0016933055721683138,0.0008120885764975117,-0.0004733574471228532,0.0004108243384852541,0.0011853692275447718,0.003329773702113715,-0.003347008613949949,1.1862510864941785e-05,-3.221280905684585e-05,-0.0005547654303204196,-0.00033301280132571714,0.005270027995714188,0.0021973741855133614,-0.0010595088544016807
0.0022879998266821687,0.004377635916085446,-0.0010746547460510542,1.6489517937055207e-05,0.0005056201807806412,-0.000154901803274428,0.00046135680171160146,0.002638072046748363,-0.0046366696714479905,0.00019101933165657252,0.000713455331019138,0.0005207151675039779,0.0003106392014394489,-0.026776827489993812,0.0006554003365819073,0.0006555640118861038
0.00170802230256959,-0.0009700712546554278,3.1686435644838096e-05,-0.00024526383876535574,0.0007188337793783959,-0.00045631810518174384,-0.00044804922069832567,0.001506305356398354,-0.005258174844572291,0.0003704654395531483,-0.00032557575634579213,0.0007770572942057535,0.00042592257264664757,-0.030192725509763946,-0.0015308215737876957,-0.001428131449161429
0.0001073051572538952,-0.0086012579864498,0.0003942761189208117,0.000250765005126104,-0.0006479273743296165,-0.0009097703851334401,-0.00036296690451123056,-0.001385228465634593,-0.0012303652619332112,-0.00032773150601351245,4.1614360536734255e-05,-0.0007397949957184996,-0.0006227692999111468,0.0044037532905644465,0.0028255366349725793,-0.0009800058665277362
0.0015493770131161581,-0.001138767120360642,0.0020957388035707123,1.2228300018859845e-05,-0.00045823380939746626,-0.0011376273341737267,2.480570840736955e-05,-0.0018893501191368858,-0.0025886598858375254,0.0002450653177549939,-9.698531327244368e-05,0.000580513974972726,0.00030928244792500457,-0.028126851403457356,-0.0013583275281680647,0.0013850182534191487
0.002363225153859352,0.0031633556065762173,0.00199795262437119,1.811292001006882e-05,-9.226895400759882e-05,3.645717792360835e-05,-0.00045091516769205916,0.0019204653001815872,-0.0044106093589230365,5.248809916662311e-05,0.00041605455462586434,0.0004707664345044988,0.00035107070978257753,-0.021284517490693208,4.0651294466855645e-05,0.0008699566980774701
0.0028841943567263144,0.0009702065375928313,0.00034969792673768187,-0.0012965463652791073,0.0004914047997185222,-0.0007684916086484147,0.0006545352199509367,0.0019365340775681732,-0.0038212331950810865,-0.0007450514446540699,-9.348100514719937e-05,0.0006693261913610764,0.000750176425597738,0.029307548337919532,0.003599748907688665,0.0005266610071252613
0.0010991234986561739,0.0013083668441596103,0.00040419881660364786,-0.00023585083442245684,0.0008042609642478712,-0.001535136476030933,-0.0005313543456664801,-0.0051690006816358085,0.0004126800327446467,-0.0005053669493598139,1.9117142341917455e-05,0.00017300811674299536,-0.00011207044569282336,-0.011968106884589607,-0.004809004421354418,0.0019325837181185291
0.003236315932685251,-0.0009971671087906039,0.0027823040693173116,-0.0001004572060665316,0.00012864652914696952,-0.0007856780549674835,-0.00015681950943093666,-0.002158920486543036,-0.0028380765637660565,0.0002443375896747316,-0.00024334380461554967,0.0006927200654738091,0.0004067659638690123,-0.027716624906397487,3.059810636302162e-05,-0.0008912594890851782
0.0025146212820428395,0.0010064985964100828,0.0013606066631945003,0.0014101070354535432,0.0005717913863706083,-0.0011747197664776288,1.1539000324238699e-06,0.004544037218830753,-0.0010889223030235695,0.0006718953396388158,0.0004906828005851087,0.0007457895219053888,-0.00032631765440934986,0.037005848508100236,-0.00048735816648316245,-0.0005159549360921227
0.0017503845834063738,-0.0007282718254637383,-0.0005583107624821367,8.727140171866542e-05,0.0007382765544577116,-0.00012798635651979705,-0.00029392476226319623,0.0013060639477576682,-0.004332174607804773,0.00026852946960990916,0.0006341699875998716,0.0005939265400818829,0.0003898935859662239,-0.028906330116024274,0.001987865703820696,-0.0015016080400958528
-0.0006549996026033248,0.0029398351830257877,0.00031857929556248506,0.000988756528780661,0.0005418520503976536,-0.0014905245756266757,0.0005991495306863151,0.0012476094458344774,-0.0026159723784915353,-0.0006874234740035744,-7.39653852803976e-05,0.0033790625408067344,0.0005546155884510576,0.014529680228653951,-0.00032137510764769777,-0.00047783250521871303
0.003319707162931045,0.0014935298095074985,0.001073693177979787,0.0009564301227728712,-0.0005086076581529946,-0.0008418569082674786,0.00048186257873585297,-0.0020924186145509596,0.0019392097309223395,-0.00020672866065080215,0.00010538357075470799,0.0035616028058629533,0.0009712201373658227,0.019376925140058853,0.0039016000587007533,-0.0005594971235204026
0.002357066985502168,0.0006643354422152387,0.0005087078260030413,-0.00020995959725089746,0.0012386444955658318,-0.0005928108184181975,0.0010047053163925216,0.002044234720814829,-0.003105374888070084,0.0006497862989716274,0.00016125102266669573,0.00321117652600495,-0.0008974865094827786,0.01478582020997082,0.00501328509798545,0.0019790115496556428
-0.0013162341459342607,0.0022791597560643598,-0.0004061291699007587,0.0002251016250486197,0.00017311675865328496,-7.436009508200294e-05,-0.00034140534928721794,-0.0015954425314129534,-0.0010889361080596014,-0.0003103655717380619,0.00032342700371924257,-0.0008966404549246835,0.00019246893098234688,-0.029341986175171617,-0.0036404347480382196,8.431550589593407e-05
-0.006269409945442815,-0.0012365328994652133,-0.0009243906829339211,0.00029044777047736343,-0.0006401101648741018,0.000798363822155355,-0.0005923629789296018,0.002409277293743006,-0.005646978248957657,-0.00023678038013769283,-0.00040085402842421954,0.0006597831607745299,0.00033615987496111234,-0.033341233538908104,4.377595666723293e-05,-0.002417062671374091
0.003891261682702862,0.0009659366163698248,0.0004854764967766759,-0.00043508154807170215,-0.0003922083206414848,0.00241046593590533,0.0005492622039437869,-0.002690775103504671,0.0026773913987858037,0.00011165488593566948,-8.282275211270927e-05,-0.0016244734628374463,0.0011447540438584993,0.018140820511379295,0.0032181523903991225,0.002411271800924157
4.877009059429249e-05,0.0019139846743107824,0.00018784853750783816,-9.257608846253821e-05,0.00030034958426363904,0.002630708461594028,1.6528993926974993e-05,4.326838624595306e-05,0.009545326066956744,0.00012151942550264271,0.00012242967496400688,0.0005160547216165473,0.0004009308161620069,0.04555205187145168,-0.00047023604176489353,0.0010748464543422062
-0.0005800449343306093,0.0010365160082776777,-0.001566820707547915,9.86361119206021e-05,2.0997166180290285e-05,0.0034205742620452987,0.0006873464015351144,0.0037369459240432783,-0.0053518004736220585,-0.0001284186391344816,5.054293851953709e-05,-0.0006794270225935081,-4.270546883437229e-05,0.04760684970938238,-9.997713239822809e-05,0.0011900544490177558
0.0024222641517322933,0.0035787637001145783,0.0023048044579203684,-0.00025259628747142487,-0.00037833654556482455,-0.0004659849550517171,0.0009025677867541014,0.003468436943787868,-0.004395625989217458,6.702539648862035e-05,0.00025613853615917825,0.00018221324056760164,0.0003303033875485992,-0.02345808503490037,0.0005152131684306245,0.001569222463426403
9.183435385656132e-05,0.0002533230536526666,0.00039915725578438063,-0.0008043291802405969,-0.0003035893655553464,0.0032200521595472154,0.0007178829924963161,0.00212017422162172,-0.0060257234929012235,-0.0003909834398374712,-0.0003795471757295646,-0.0022290335120086044,-7.783551593279647e-05,0.012744044838940342,-0.0023723018043187417,0.0013413666664802073
-0.0014242927683888783,0.0031889421060470606,0.0005778805021810963,0.0004651285758872314,-0.0005187320659355037,-0.002170858542470987,-0.0004160581754406618,0.002520841487017582,-0.006490259507992199,-0.0001532462150607358,0.00021603234709487417,-0.00046263239784713174,-0.001061491553116172,0.008093202646847184,-0.0016308648083488955,-0.0009334206643818258
0.002271761910361862,0.0015998549592058768,0.0005218105222254845,-0.00030282477445956813,0.0009372442700444411,-0.00035490078760714623,-0.0006605706266539001,-0.0010977094813713452,-0.0013022535772446123,-0.0002265566748333231,-0.000246985768546447,0.0036454889159782023,-2.3566377549563293e-05,0.010387276952418856,-0.0008747154056138119,0.000636239389804813
0.0035474574675621274,0.0012108531012786446,0.00012981935364990676,-4.912033308255417e-05,0.0006158874721749753,0.001790342885066081,0.0006110853611709542,-0.0024746642056769,0.003489385457529023,-0.0001352666482238473,-0.00018402003212807325,-0.0012047105952436256,0.0012557885253847868,0.015601271968987274,0.002543660613207701,0.002412123876895179
-0.003181914573699127,-0.001275290571720766,-0.0006606015457539743,-0.00047546325389620476,-0.0006576740917876968,-0.0011556133392948435,0.0007810578559980144,0.0009354990977541355,-0.0054605406875087685,0.000400987986201491,0.00043828196433195245,-0.0003253612077340923,0.00038181737995909534,-0.03200240625577735,-0.0018345091745835644,-0.0018122781393557865
0.00042363748712112706,0.0007755907138941546,0.0016243915705468066,-1.6931627478105737e-05,0.001609202360265858,-0.0012444159866082385,0.000986361262873699,-0.00044286189785688434,-0.002715635620211514,-0.0004998467348243227,0.00011281321406910148,0.00043048865423512514,0.00020213114871014303,-0.01799331141279701,-0.004397762744389708,0.001718365345511574
0.0017537041541851558,-0.0008381996859294789,-0.0010977200315322065,7.909261305458734e-05,0.0004969252043595804,-1.6433761919991915e-05,-0.00010858615892851025,0.0013264943617161769,-0.004510296585170413,0.00022435370162062198,0.0006088867924326973,0.0005125234738417281,0.0003849832715619952,-0.02885492764251632,0.0019500451155269318,-0.001393441199575413
-0.0071010065365887404,-0.000961042222924728,-0.0008828099874006102,2.2782607621860017e-06,-0.00046573455602726913,-0.00019799373003104816,-0.00040074510674467244,0.0021328972499722316,-0.005636970783008318,-5.5958362330487853e-05,-0.00011077858895693666,0.0008089208168404606,-0.0013349514168307843,-0.0336641523372771,0.0012263728498271278,-0.0018914853951710008
0.00024527688628591234,0.002438408724047201,-0.000769789579343095,-0.0002582985251119573,-0.00039010350763694283,0.0031641359187338214,4.50993560802627e-05,0.0016127939619031606,0.011750457388103267,4.839884692075485e-05,-4.5572217116040644e-05,-0.0005569493790396256,0.0004047626583256509,0.05182461629334449,0.00026229877068826294,0.0005440833312131709
-0.0032379001483170515,-0.0006560087884676997,-0.0014841434925918506,0.00017639446488967053,0.0010429686725354746,-0.0016311169920222896,-0.0006133463521724493,0.0028028272284521573,-0.0052693730067756355,0.0002688451765422748,-0.00023037340570188522,-0.0017180289496098204,0.0003354198368639997,-0.03155681697650853,-0.0016642621221652305,-0.0013115082773307635
-0.0007499087751244973,0.0021488616450811206,-0.0007026117569467078,-0.00027679857851291783,0.000585167155679375,0.0012852956374425834,0.00032464783920660835,-0.0021325611290467076,0.015409400200479364,-8.437123818610113e-05,-0.000248177033315889,-0.00017064557772327303,0.0004023011666001717,0.05270165757605853,0.0006326585535350744,-0.0023770715959320885
-0.0003640366877468727,0.0008406475110079183,0.000993823604642557,0.0005630461983287707,0.0002567691386327603,-0.0007629467877731038,-0.0003894449894908279,0.0037035870321055556,0.00045968872788298715,0.0010924064703631085,0.0002463348160782288,0.0002493448647145079,-0.0008248584269906957,0.009138400920162252,0.0016074769588940291,7.846211519315427e-05
-0.0013230560858213632,0.0011904658887767468,-0.003210980833099404,-0.0017439079299586802,-0.00013051292556974414,-0.0015608882945796344,-0.00028407978272839606,-0.0013881613529550987,-0.003791579014895351,-0.00027416717731167545,0.00011174618827144513,-0.0014066110243376878,-0.0008681006635018558,-0.032698541502886876,-0.0048890198609520055,0.0002052005403533647
0.0004238581149115302,-0.008772689237337159,0.0010787071165355442,0.00034610263840944547,-0.0006748280703223298,0.002907084403928654,-0.0007544518884362695,0.0015346848811192504,-0.0030998333828165105,-0.00048154906383948844,3.758497422547387e-05,-0.0005446828369940345,-0.00101278035919947,0.004649488373778075,-0.001073163795573736,-0.0025579465259226754
0.0015463759012205353,0.001616026551244742,-0.0013163807315800507,-0.0006356540299027713,0.0012172606222979622,0.0022677868143952946,0.0005623108855572239,-0.001519470990385557,-0.0014439013761399027,0.0004655498620904929,0.0002639811446688407,-0.0007153622284044866,-0.0007282157929822555,0.033285935787909816,0.0003704784140300796,0.001454568713179693
0.0022518937681157538,0.004181824022489274,-0.0005258511761382699,0.00021135329213915218,0.00044626127956507247,-0.00023683533265412223,-0.00035484510352425054,-0.0004560765360528977,-0.003705936553851826,-0.00017479144881211086,0.0006422208541430114,0.0005780360140171115,-0.0011209841321783139,-0.026630139617057333,0.0003737101428340233,-0.0010853208727037132
0.0008418771309450177,0.0007952009937916531,-0.0013810256496756068,0.00020640691828584305,0.0012718485762128395,0.0004871341590698952,0.0006555856440911353,-0.0018985681707022041,-0.0005594020768792379,-0.0004074393741481678,0.00024656900945648754,-0.0006846929500025834,0.0002378120218962892,-0.006888340837326759,0.0017540355840319868,0.0031630794633625515
