J (A/cm²),I (A),TinH2 (°C),ToutH2 (°C),TinAIR (°C),ToutAIR (°C),TinWAT (°C),ToutWAT (°C),PoutAIR (mbara),PinH2 (mbara),DinH2 (l/mn),DoutH2 (l/mn),DoutAIR (l/mn),DWAT (l/mn),HrAIRFC (%)
0.015419475313146318,0.00864237775310577,-0.004464152778922984,-0.0011117886359662652,-0.011924906069380624,0.0002726266425456993,0.00026087216549836137,-0.001170276021020246,-0.00027623827049470833,-0.00033702849199778356,-7.445226378182769e-05,0.00012119627616550704,0.0027007927998901967,0.0005864097178210425,0.002110004070484256
0.009011935023424773,0.005332642929665988,-0.0035825645112765358,-0.0010713944347635253,-0.012698550820492446,-0.0003181847365914405,0.00015951758598426895,0.0006734926977533852,0.0006954061569630729,-0.00036297313834137687,0.0005352615469968805,-0.0004207205301256301,0.001520277640814622,-0.000538387197555592,-0.0005291370040704699
0.002770483858518028,-0.0021318852652578175,0.012525944945343374,0.0012238828534445,0.03753328468525206,0.0011639095380749688,0.0035802099066653136,0.0011970298391446835,0.008075027111767448,-0.00014340289714984334,3.8012555236849744e-05,0.00038528605702960953,0.0011376296831351474,0.0033135490458062722,0.005228384564090757
0.00688957320610168,0.007100187478768318,-0.005497746988500948,-0.0007989608730261766,-0.013103287100865847,-4.033041516751073e-05,-0.001583077052216791,-0.0012837378668951074,0.0011947432444226673,0.000232892189511237,-0.00012573571448149225,7.795960392597957e-05,0.0011986463766844495,-0.0005036636746599539,-0.0010269869843550115
0.003076713197144822,-0.0041643462728942135,-0.004083645477169499,-0.0008319284312279471,-0.010639233430383145,0.0007520784834553363,0.0007181303811571561,0.0014519278929095857,-0.0007518880590071827,-0.0008726939318139523,0.00012010715355467693,0.00014553586849115326,0.001921975545398739,-0.00027663786545958886,-0.0005774617385581959
-0.013288604342263083,-0.002160603341997412,-0.0053780462748464295,-0.0006796745089949151,-0.012711634513215591,0.0008998050547401111,0.0014459691171659975,0.0010716528900266188,-0.001975172154183607,-0.000414035615041277,0.00016322357988825213,0.0008506076161044658,-0.005461036882840964,0.005820745783323623,-0.0004342606258009588
0.0021204200867548017,-0.004055310236412682,-0.004114208655534888,-0.0009604855059478028,-0.011160980705035586,0.0005099798722309916,0.0007503236893691386,0.0017845501704602115,-0.00040357827358540783,0.00023773607226880534,-0.00030401863833575435,-8.713662150093926e-05,0.0018853272186019731,-0.000420818269035466,-0.0004071206524484717
0.008835471761710326,0.005211763905597185,-0.0038764557419814372,-0.0012661523245775534,-0.012989072732215869,-3.890062929311982e-05,-4.116097012965453e-05,0.0006117514164918189,0.0001960142728850326,0.00024307518106019016,-0.00024977059047505775,0.00011646349000252137,0.0012411218602760786,-0.0004436743443197441,0.0025135152489015574
-0.0028627394301004717,-0.005207120343121338,-0.004530583724825919,-0.0011643660650849541,-0.010953061444358045,-0.0011867466054434402,0.0008439189136474972,0.0014017035641055008,-0.0026686246533684723,-0.0006148421486411159,-0.0004938240144348788,-0.00020350231330804137,-0.0002591726330897,-0.0005809745132544629,-0.0004126815508033201
-0.0014723924644418922,-0.004929628785043966,-0.004937679460673638,-0.0006438390835500708,-0.015904867757661704,0.0008107270564126842,0.0017446169568824652,0.0012688517997160528,0.0008911268857260386,0.000522731969910239,-8.1053828280883e-05,0.00012883743122633852,0.0030114916122033273,0.0022029335943954433,-0.00031846934448088115
0.0042599877973398,-0.0036602843214782804,-0.004330356547101092,-0.0008101260482235161,-0.011542631332646196,0.0008133312509515586,0.0009670513251989059,0.0016504270976438824,-0.0008003844693947527,0.0002241075537059891,0.00012451356585526358,0.00018205536743576444,0.0017309850677929284,-0.0002574106507932923,-0.0004487887339612691
-0.0037911410052553626,-0.003551760264077656,-0.004874397998115627,-0.0007718483441459355,-0.011706027363395115,0.00072609099187275,0.0017880951499611734,0.00152743820438914,-0.000655146786381748,7.366378112814593e-05,-0.0001162674887983762,0.00014356185117146003,0.0029431508936184165,0.003592908727954073,-0.0007886036812367105
0.006841328900938823,0.005079690393942067,-0.0038154936282571946,-0.00087921636009704,-0.01201013305711259,0.0007184799575457356,0.0008721102225848114,0.0008066270988465852,-0.00047475827617133264,-0.00010140200459491915,-0.00010503572793215837,6.398509860353416e-05,0.0014443017373184448,-0.0002277171392227583,-0.0012817555998056254
0.01543766255858738,0.008146984507000967,-0.0043805690805313125,-0.0011367670407020313,-0.01183890802388633,0.00046568370724765025,0.0011459710523973854,-0.00015346246279054814,-0.0004675974839712808,-0.00032925459327450604,9.619097027039777e-05,-0.0003315906117022004,0.0027102789842028134,-0.00011937228493941704,0.002005676592744466
-0.0031427319041812383,-0.005899831228641904,-0.004780512172332126,-0.0007161247922239724,-0.01600620401785126,-5.646009997075917e-05,0.0004452907136048632,0.0010028074546673154,-0.002657031873768271,-0.000537368177007882,-0.00027309602775382904,0.0003466269531156479,-0.00018055582208302307,-0.0006263697974490176,-0.0006251402998823149
0.007310972434439983,0.00403522233430009,-0.005816314564803282,-0.0007098917291586169,-0.012260320961018095,8.868798629736225e-05,0.00017577671510010193,0.0005500022668419294,-0.0007187462986668689,-6.9580860836554e-05,-0.00014340335676892618,-0.00037137321065771364,-0.00013846864444103533,-0.0001955585906750353,-0.001605034463458808
0.0026115747485926963,-0.00798750923635755,-0.005457865878062441,-0.0012708608121341604,-0.01526894925184503,0.00036115953434699233,-0.005243568456405647,-0.008324865492764046,-0.0026509068194394245,0.0004476634261031672,0.0006411287446207134,-0.0001400099464717508,0.0012785544472979486,0.0003238147199385728,-0.0001664793515934881
0.00654544159439474,0.006981838036053838,-0.005658345906635679,-0.0008569528042290146,-0.013514667173676378,6.733663991115091e-06,-0.002279417454876713,-0.0033101892044037546,0.0011680292814866234,0.00026421889091936707,-0.00018397395993406288,3.3163530026212455e-05,0.0011315318737152597,-0.0003688621496115261,-0.0009935548629792252
0.0011540044645482336,-0.005807570990254807,-0.004408210268892381,-0.0008646148248555881,-0.012780285195234027,0.0005193068680767647,-0.004398602773088002,0.0018301905715485637,0.0010065960192244092,8.890643327760063e-05,0.0003261672743893529,-0.0002693715265793133,0.00043986142223227307,-0.0008335729556749237,-5.0933240590542255e-05
0.0005842962580444387,-0.006335111331942711,-0.005777769208627932,-0.0017477482100032365,-0.01447005966135131,-0.0008993674642420634,-0.0061481748232362745,0.001494833607483668,0.0005697193438403412,0.0002699493032083826,-0.00030206797366730823,0.0002986759565021295,0.0013336132642865677,-0.0005752594618880534,-0.0006035701860917432
0.0034153164546775225,-0.004189930047913974,-0.0049755426276900175,-0.0009000180272295321,-0.01192940031043152,-0.0006686820317446319,0.0024271242087095706,0.0014315171100094913,-0.0004765542152072961,1.730820148144603e-05,-1.699386827734796e-05,0.00013394130228545643,8.103349045955387e-05,-0.0003451090602112569,-0.0007320219113019105
0.012213625665781354,0.0032375058613276202,0.019886340740865985,0.003158846777312407,0.03500347205237357,0.0002207509737887959,6.560770754783881e-06,-0.0024700644551401783,0.008965360200457993,-1.5500066255831778e-05,0.0005556180763622561,-0.0005880642151481258,0.0012600348572832354,0.0032032173242391142,-0.0012471241800429407
0.00860742598133623,0.007119378356997305,-0.0031380204914457964,-0.0007617226341328655,-0.011479480866410754,0.0007308037832686231,-0.0014416941415127439,0.0007540107708827533,-0.0006268937133320327,0.0004683942374812713,0.0005797248127824536,-0.00019446818538687143,0.0015792088316955593,-0.0004103552942346319,-0.0008690000535914197
0.008505778933026911,0.00487419426635105,-0.0044806848715220025,-0.0013057163420746314,-0.012810175219548865,0.00010136620553596109,1.8808561130788072e-05,0.0006117928409778689,-0.0007246237116033276,0.0001872085132615297,-0.00046035190900970124,0.00011646349000252137,0.001082395417177722,-0.0003141828896150228,0.002439945300437749
0.013460290773843588,0.0031749644503788308,0.0016090722975849096,0.0025685834482868106,0.02456884492785422,-0.0005009289248149971,0.0013722161390582195,0.0005490089723964759,-0.004156116624944045,0.00017686983662772675,2.5177038989195856e-06,0.0009568136862354819,0.0015905757631197797,0.0001285723124210753,2.8605169003472896e-05
-0.003280158821538225,-0.005864008896186335,-0.005338821355212689,-0.0010682792353217945,-0.016663791081601712,-2.6764586187601016e-05,0.0011458148601412661,0.0011305436775954113,-0.002674711260036568,-0.0005573096020047497,-0.00037889144730764244,0.00026727979467402617,-0.00011355488859618713,-0.0004839157049485139,-0.0006723895687370683
-0.0017572885300069557,-0.00270799830174244,0.013377470690097192,-0.0002986075197161852,0.030076500519009078,0.0005023001359839203,-0.0018709509387822862,-0.0026928901206443876,0.0063654555987858515,-6.061651359163318e-05,-0.0005885172797609555,0.00017280442778534605,8.285777873740899e-05,-0.002975551767940292,-0.0015880614380112843
0.0035325199136619677,-0.00407254019328071,-0.003401841881328289,-0.0007317996375883103,-0.011153293979182206,0.0012520157559642595,0.0007350911051100088,0.0018279939468661911,-0.000642879437041464,-0.00010000093353402967,0.0002849502653127295,-0.00023636162416324798,0.0015703030053361273,-0.00019372422782530015,-0.00040757016883497725
0.008327387081757386,0.007098484587225584,-0.006097843913462086,-0.0009938895991106174,-0.012715514224619175,7.29995332401608e-05,-0.003383746339893818,-0.0018383200032199426,-0.0006124694003662638,0.00018789076358709204,-0.000300028921885451,-0.0002459988076799741,0.0010212878295696253,-0.0003207357042722699,-0.0015134547938466909
0.007883643810978508,0.006612030387813166,-0.005803105676057494,-0.0012424261140514916,-0.012509198339495898,0.00031147101066301497,-0.0034081452716568372,-0.00023757488521574698,-0.0009774162319798466,0.00046872231549109834,0.00027833502936413216,-0.00035309630133123233,0.0011410662942249361,-0.00032724728451179663,-7.146407046072999e-05
0.0005140384307660898,-0.0025893700608573514,0.003295702324173002,0.002443591760119374,0.0304617462977013,0.0005999874885357388,-0.0019854596025332856,-0.004666190146405164,0.004230393060591233,-0.0005134462748778085,-0.0009661354698215224,-0.0013513004066235822,0.00018663975983068237,-0.0026387384255359228,-0.0016443312577689335
-0.013686727725545316,-0.0024024096751114688,-0.004511312116947888,-0.0007330213344365641,-0.012074885771277638,0.0008834133635431151,0.0014054418128611158,0.0012289306980485545,-0.001046016749505875,0.0006103595116055264,-4.746884639864878e-05,0.0006560710745417256,0.0034699523221697866,0.0059463133613099515,-0.00042863607226456687
0.00793917214900999,0.005608471441751493,-0.003632507152368331,-0.0008574697362497879,-0.011277358095116824,-5.251829857054562e-06,0.0012320031903340425,0.000767229877595117,-0.0005719311033655222,4.140538999281585e-06,0.00025153187501539926,-0.00016921026604381186,0.0027918986362215946,0.0005309585643589696,0.001245624224048579
0.000645312495939217,-0.0026084773102782555,0.011413286859527364,-0.001786828801419534,0.032714123856815755,0.0009589025167171141,-0.0027900656700547027,0.0013595490669632945,-0.004072697876752496,0.0005166528266936721,-0.00010243103773474894,0.0005189363969102034,0.0011271746979282724,0.0021095067622019376,-6.674568142922153e-05
-0.01556472149721588,-0.0035546846767546933,-0.006832576337138263,-0.0010479413513190547,-0.018847557731995843,-0.0008012962677917255,0.0012210721890995914,0.0006485424815794501,0.000722715474023914,-0.00027944505633156595,-0.000386441988155964,-0.000804279750160065,-0.009374981191658659,0.002094472644578943,-0.0009972873876328374
0.005389597190974828,0.003830131821503002,-0.006240545265837532,-0.0012664851324302132,-0.012496598587986229,0.0005136911100899697,0.0008331675701897859,0.0008415302191014848,-0.0010225290884728793,0.00045816459021233544,-0.00016710431463000985,-0.0004076333220412376,0.0002830030011770657,-0.00020157787823247157,-0.0013562408876408075
0.002834077112331721,-0.004378625311467455,-0.004750235277869527,-0.0008469155032091931,-0.011673980306586135,-0.0007427263638293636,0.0020304925423059185,0.0014315606524742844,-0.00043637956930848645,-1.2875764408205768e-05,0.00034695956110006873,-0.000456210402265767,0.00017181997247506497,-0.00044325801585701706,-0.0005429154678650441
0.002801328146726029,-0.00801506577671679,-0.0055732986235228,-0.0012726595851530577,-0.015347304958302346,0.0002925523059021238,-0.006187898886016521,-0.008219836852030522,-0.0026449636536050717,0.0004476634261031672,0.0006385922897778405,-0.00021173617706693695,0.0013631972572545315,0.0003998310969098829,-0.00014881870222725863
-0.028655230300689834,-0.003203093419151182,-0.00629843619531004,-0.0011707776669415571,-0.0164883917370939,-0.00039137383022838233,-0.00024720928131886113,0.00041677064916072177,-0.0016082810286933871,0.0003144625935996826,0.0005440397678565521,-0.0013851373386385508,-0.006794477892382834,-0.002855764998065987,-0.0008197609842825793
-0.003542127598088464,-0.005888520524283979,-0.0053587803547981315,-0.0011461353952988524,-0.016540957992989384,-0.00037527816637940374,0.0009721627676370267,0.0010590028681665572,-0.0029109483360411042,-0.0005492356694010454,-0.00037444636885135274,0.00021888690593314518,-8.55485241604002e-05,-0.0004890136475554754,-0.0007453066455020303
0.00838823062532185,0.005226724700703614,-0.0036156965787641935,-0.0009605568532615596,-0.013054500171139087,1.1429271124354286e-05,0.0017838656432644158,0.0006583479584766476,0.0006555559336219718,-0.00030992356221711654,0.00037525275838156975,-0.00036082051726730855,9.682850716672565e-05,-0.0003291728048039392,-0.00046275776234714364
0.002260005915662831,-0.004251773339943338,-0.004293200430775122,-0.0007495310901954855,-0.010856311011135732,0.0012976706108641682,0.0007381410793442287,0.0018027966680254875,-0.0005530649847833163,0.00021255349516649682,-0.00024519046504283383,-0.0004559678904745805,0.00207748433221255,0.0007802011938872985,-0.0005483561768323183
0.01497324273375536,0.005801008454943228,-0.0035222318925771105,-0.0006823786070035934,-0.01162824336567302,0.0007666616113672125,0.0014508387820257407,0.0006809052401103854,-0.0007693274991134299,0.00043122610563815366,0.00027970021348706567,-0.0004525189931507963,0.0005604420187600508,0.0009722020136459485,-0.0017001467625492226
0.006877676749965889,0.005051540493255464,-0.0047013795919205415,-0.0008486369808870303,-0.011355836107167273,-1.0316675988094313e-05,-9.421663051098908e-05,0.000823940108596229,-0.0008162224317910321,-0.0007952976498599174,-0.0002821249303928425,4.370925613101248e-05,0.0012390842713650822,-0.0003488608390974704,0.0011672771291873954
0.001724819772474186,-0.0040043201859149315,-0.004010776512661359,-0.0007932598607743317,-0.011184104985767754,0.00046904637865874806,0.0006449593468155416,0.0012656968251384773,-0.0005925653299533545,-0.00026634591827808977,-0.00038193728079120013,-0.0003710300676509753,0.00013805898329795758,-0.0004905425932346596,-0.0007640192527388359
-1.393018948554361e-05,-0.0025514793156250284,0.0036714821649751353,0.0026913413012945126,0.02960489619107307,0.0004418821797582328,-0.0013770063963780194,-0.0028176840499744447,3.827952051741124e-05,-0.00012476940845257861,-0.0005243504095132519,-0.0020248644518994466,-0.00021133644187557612,-0.0017755364186699636,-0.001254811059520379
0.013580427473837326,0.003432186039484701,0.0020205128401073434,0.0038833624318912277,0.025307302398938178,-0.00017349905943113758,0.00032584848050576967,-0.0033644352959753304,-0.0028567636363745017,0.00021510297043088805,-0.00028864987252677287,0.0011495083822235083,0.0014722909432135945,-0.0005927942003206104,-0.00020396996912326845
-0.003985138519801033,-0.0041046748883291516,-0.004780569524767375,-0.0008166144038261271,-0.011434545385389542,0.0008886111660062451,0.001952079223963264,0.0013447314677403775,-0.0007425987627197823,0.0004996798688128714,-9.452443543091136e-05,0.0008573277959540306,0.0017363357012280783,0.0036039951895365948,-0.00022635904636278973
0.002020918055894078,-0.004994339955257048,0.004235808426970925,0.0003804761686235148,-0.012819098281478817,-0.000443465286806335,0.00016575245038878114,0.0013804106559192034,-0.002004430797983234,0.00017862591674741498,0.000269268636485757,-0.0012432375480824851,0.0010291177854044433,0.0009039484809127516,0.00023549659207509704
-0.02518154011847727,-0.004491420170733432,-0.00572518123810859,-0.0009564995480570861,-0.016633484910744786,-0.0006076722800125689,6.72969068513299e-05,-0.005324836731811882,-0.0022979934829213226,-0.00024576735848755744,0.00042313185721894154,-0.0011365711138946488,0.0024977452025588035,-0.0028181580359117864,-0.00039662485628548776
0.0154522186799665,0.009608187134050218,-0.003972128407126959,-0.0006798085179130716,-0.01100279378277532,7.420009556300044e-05,-0.0035967938455510155,-0.0022414068213070042,-0.0009194217427619355,-6.897763959128233e-05,-0.0001310465324209834,-0.0004921052357897231,0.0024321341494897785,-4.9583131184700814e-05,-0.0020613237541149735
0.0066559970568599745,0.004499015422910192,-0.004443808025087461,-0.0008772189198408907,-0.012898680174897112,-0.00012971787701355887,-1.4584854630751874e-05,0.0008188575885435493,-0.0005450365776100497,5.620102565562964e-05,-9.009585755248525e-05,0.00010131889029027436,0.0008812740109731606,-0.00013163044742626326,0.00044994372634019525
0.010950049178200772,0.006669084148558964,0.0019874279443237667,-0.0011984233144303467,-0.01140497738013882,0.00028388780656977026,0.00016409630609372477,0.0009027734671318116,5.772249130561551e-07,-0.00042779315677223017,0.00013636275652589912,-0.0013372168756379304,0.00223898912420093,-0.000457530257301766,0.001972918866018323
-0.025413681327700596,-0.0038205541346464566,-0.008602750041662107,-0.0009651817353323878,-0.018050006128079363,0.00015315108200653828,-0.0023053578601116404,-0.002131282720506568,0.0019001123680004745,-0.0011122678501476581,-0.0007051935082685455,-0.0007872852886994957,-0.007260016255133892,-0.002651586496734421,-0.0009200954749684458
0.012457436611344932,0.0032619658703973804,0.01948844334367699,0.003394704725162737,0.03380874517556548,0.0007311591489335154,0.002250817258215651,-0.0011188550764126754,0.007320289214923115,6.118554827670226e-05,-0.0004589484180115413,-0.0005972903369082255,0.0013560305288575155,0.0025226615225630135,-0.0010038219830088783
0.009401922675626999,0.007039731386627173,-0.002964191387372349,-0.0007890671806531719,-0.01150910256687608,0.0006408819719301848,-0.0014194807162852482,0.0007721283910186169,-0.0006491163499338795,0.0005349734262418094,0.0006845919901414642,-0.0004976381517429933,0.0015679316802875546,-0.0003703183256997749,-0.0013716201881281982
0.004445808841278845,-0.0031189090881514033,-0.005129872824722859,-0.0009683549075277668,-0.013769681193990274,0.00038505219348380253,0.0009806663607659842,0.0013100357331102723,0.0008929717604439338,0.0002531824330626108,1.4610545853001844e-05,0.00011821388949310737,0.0014344866387075474,-0.00044287274816675665,-0.0004996279741140415
-0.02231762999151458,-0.0034270692796058663,-0.0063038551229960965,-0.0009583099880230029,-0.015934578139535586,0.0010070633306981228,0.0003258234377760861,-0.0018587781752042111,0.00033921662246471664,-0.00011262062882792407,-0.0004130545783345439,-0.0013482620928437132,-0.0064316115113405336,0.003218114940833202,-0.0009375883368332594
0.0019506672721242599,-0.004920116807015669,0.0037018634324549205,0.0003824580596688324,-0.01273731199308103,-0.0005592312217352458,9.480558323146922e-05,0.001184303891100939,-0.0014374466970478346,0.0001785319135635764,0.00036388552066102085,-0.0017097126470170107,0.0010208771524285241,-0.0007737357999977199,0.00013015807931053588
0.011230630912530586,0.006261983139840453,-0.0034149625829601347,-0.0011157709507231366,-0.011516965178329858,1.4143344144155053e-05,-7.812796960798968e-05,0.0006899001576462441,-0.0009616565920174395,-4.609490986828119e-05,-1.2464128198658918e-05,0.00019836345086245613,0.0013136497126844185,-0.0002867848453912172,0.003192431982689228
-0.02585746599436036,-0.0033321426417918638,-0.006894347475939901,-0.0011309700168761541,-0.0181252140931621,-0.0008206716350813249,0.001086877536077995,0.0006313571034437583,-0.0011805449885719705,-0.0002403148962916847,0.0002599838328712816,-0.001315308647069305,-0.009873285031721885,-0.002932811967425673,-0.0008474774135890117
-0.017658537490885806,-0.003767152707844795,-0.006056346740970921,-0.0011459016761089116,-0.01720842930821966,-0.0010080506632311563,-0.0018864840521717378,0.0006664778091016806,-0.0014842076378584702,-0.0008820960795494024,0.00014541016963492325,-0.0008451949611920735,-0.009210746538699664,-0.0030820583737332275,-0.0005143616303189821
0.017483582299379807,0.009149187315359868,-0.004177561765603173,-0.0008374733611288464,-0.01065456634324453,0.0010067670147074791,-0.002269809336004052,0.0006009590139513679,0.00043038284221214696,0.0004771908276735725,0.00043110731773590623,-3.17522587588418e-05,0.0027696609395071615,-0.00022143768673365288,0.002316267469520292
0.000779411614409207,-0.004171956262297652,-0.0044801918488638435,-0.000848557287688947,-0.010170659692221749,0.0006308229126025751,0.0006137492296852002,0.0014930436868550328,-0.0003661711570357418,-0.00020244582682277587,9.227323141896447e-05,0.00018164740759372017,0.00014694884111230577,-0.0007325595656779344,-0.0004857565673900091
0.006578134175942343,0.00483702119323938,-0.0037950588549310257,-0.0012787135130251097,-0.01258059070971728,-0.000349965435675462,0.0010219979796160113,0.0007897564414230206,-0.0009134054356251648,-4.1762194071393156e-05,-7.851237000186584e-05,-0.00012106729020222224,0.00017926459217038792,-0.0002599261574745179,0.0001396392072581499
0.0004739509327325391,-0.0047281710264840925,-0.004114038954282372,-0.000811101533544561,-0.009883248658144642,0.0006333528917851557,0.0004771926889817828,0.0015422089094432735,-0.000559092246573658,-1.3023201723006267e-05,0.00015261329128960828,-0.00033977553302661943,0.00017340060591198957,-0.0007068390906284655,-0.00016590051454246494
-0.008998518724159271,-0.002321926840190638,0.006016340618384526,-0.004896463153237809,0.0253576559172017,-0.0009685586026834567,0.0017165515246652348,0.0010706842883611255,-0.005354706546911265,-0.0008583681652255755,0.0001611756243428806,0.00028688021483259203,0.0007348822953439513,-0.00019213428080396529,0.0002484366008180959
0.0017914745856743284,-0.0035201492848684307,-0.0039644143749529666,-0.0009577195343060429,-0.009022589461269694,0.0001083706711054162,0.0011266447492160523,0.0016235742128743878,-0.001705473967905084,-1.1174860256968828e-05,0.00029467858682986594,2.0718015679985207e-05,0.0052869980451842455,0.0008631711984438332,0.006360418417756976
