Metric,Value
Train_RMSE,0.004883341713129903
Train_MAE,0.0034377829826474707
Train_R2,0.9838932305932067
Train_MAPE,0.0010690389129419794
Test_RMSE,0.007421108374166647
Test_MAE,0.00531618984137445
Test_R2,0.9676082266748375
Test_MAPE,0.0016519966674876214
CV_Mean_RMSE,0.0077168211842540664
CV_Std_RMSE,0.0007332384017948371
CV_Mean_MAE,0.005534898999053987
CV_Std_MAE,0.0004700515413665801
CV_Mean_R2,0.9570107796136382
CV_Std_R2,0.01259783245497868
