Metric,Value
Train_RMSE,0.0026340728778856373
Train_MAE,0.0016976504052655336
Train_R2,0.9953137032723345
Train_MAPE,0.0005273711483017387
Test_RMSE,0.005517626603508482
Test_MAE,0.0037238112566693464
Test_R2,0.9820938676235298
Test_MAPE,0.0011552695328645858
CV_Mean_RMSE,0.006337601268147952
CV_Std_RMSE,0.0005497219824976556
CV_Mean_MAE,0.004262105410135736
CV_Std_MAE,0.00028528979056796156
CV_Mean_R2,0.971279120743322
CV_Std_R2,0.00737341120383737
