Feature,Importance
TinAIR,0.3666390110298316
TinH2,0.22854847044960297
J,0.10977101304138533
I,0.10595945505025547
DoutAIR,0.057177923324084425
PoutAIR,0.03324924032687693
ToutH2,0.02349409343947417
ToutAIR,0.020427994186137118
DWAT,0.017158765993259346
TinWAT,0.013933388639272274
HrAIRFC,0.013576007258762984
ToutWAT,0.010064637261057384
