Feature,Importance
TinAIR,0.33729841106325875
TinH2,0.25999769353660046
I,0.10767026314005612
J,0.10207971004324642
DoutAIR,0.058830188926204556
PoutAIR,0.03417306915894023
ToutAIR,0.021215723994178332
ToutH2,0.020798264438136232
DWAT,0.0171482928466027
HrAIRFC,0.015442032484861323
TinWAT,0.014445595596918374
ToutWAT,0.01090075477099663
