Metric,Value
Train_RMSE,0.00914445621153742
Train_MAE,0.006714903733823492
Train_R2,0.9479875970676768
Train_MAPE,0.0020507462130523375
Test_RMSE,0.011283314466462524
Test_MAE,0.00787149669692796
Test_R2,0.9278395778774873
Test_MAPE,0.0024037173899833326
CV_Mean_RMSE,0.011435768490277037
CV_Std_RMSE,0.0005912777594017657
CV_Mean_MAE,0.008390961317687236
CV_Std_MAE,0.000394787062759283
CV_Mean_R2,0.9156491814524689
CV_Std_R2,0.015071891604706025
