Feature,Importance
DoutAIR,0.6499044299125671
PoutAIR,0.05049927905201912
DinAIR,0.04919043928384781
J,0.04444097727537155
I,0.044020138680934906
TinH2,0.03959057480096817
PinAIR,0.030852412804961205
ToutH2,0.02753509022295475
TinWAT,0.02735011652112007
DWAT,0.013920461758971214
DoutH2,0.011644835583865643
ToutAIR,0.01105128787457943
