Feature,Importance
DoutAIR,0.7422456
PoutAIR,0.03830112
I,0.034031704
J,0.033796698
TinH2,0.030631851
DinAIR,0.0271444
TinWAT,0.024004556
ToutH2,0.023503393
PinAIR,0.019716853
DoutH2,0.009357688
ToutAIR,0.009027129
DWAT,0.008238978
